country,variable,percentile,year,value
AD,wwealp999i,p0p100,1995,0.44101271033287
AD,wwealp999i,p0p100,1996,0.488255858421326
AD,wwealp999i,p0p100,1997,0.534317195415497
AD,wwealp999i,p0p100,1998,0.581878840923309
AD,wwealp999i,p0p100,1999,0.627591609954834
AD,wwealp999i,p0p100,2000,0.678464651107788
AD,wwealp999i,p0p100,2001,0.726944446563721
AD,wwealp999i,p0p100,2002,0.778236150741577
AD,wwealp999i,p0p100,2003,0.834409654140472
AD,wwealp999i,p0p100,2004,0.89412134885788
AD,wwealp999i,p0p100,2005,0.957088053226471
AD,wwealp999i,p0p100,2006,1.02176761627197
AD,wwealp999i,p0p100,2007,1.08571922779083
AD,wwealp999i,p0p100,2008,1.14638555049896
AD,wwealp999i,p0p100,2009,1.20201718807221
AD,wwealp999i,p0p100,2010,1.25310289859772
AD,wwealp999i,p0p100,2011,1.3008748292923
AD,wwealp999i,p0p100,2012,1.34936988353729
AD,wwealp999i,p0p100,2013,1.39786124229431
AD,wwealp999i,p0p100,2014,1.44891285896301
AD,wwealp999i,p0p100,2015,1.50426042079925
AD,wwealp999i,p0p100,2016,1.56434190273285
AD,wwealp999i,p0p100,2017,1.62960803508759
AD,wwealp999i,p0p100,2018,1.69935667514801
AD,wwealp999i,p0p100,2019,1.77451419830322
AD,wwealp999i,p0p100,2020,1.85133492946625
AD,wwealp999i,p0p100,2021,1.92864453792572
AE,wwealp999i,p0p100,1995,3.25950074195862
AE,wwealp999i,p0p100,1996,3.29458284378052
AE,wwealp999i,p0p100,1997,3.36878037452698
AE,wwealp999i,p0p100,1998,3.57505130767822
AE,wwealp999i,p0p100,1999,3.72940444946289
AE,wwealp999i,p0p100,2000,3.74137330055237
AE,wwealp999i,p0p100,2001,3.80803942680359
AE,wwealp999i,p0p100,2002,3.80092430114746
AE,wwealp999i,p0p100,2003,3.85170006752014
AE,wwealp999i,p0p100,2004,3.90101718902588
AE,wwealp999i,p0p100,2005,3.99223899841309
AE,wwealp999i,p0p100,2006,4.05582857131958
AE,wwealp999i,p0p100,2007,4.19472122192383
AE,wwealp999i,p0p100,2008,4.12806415557861
AE,wwealp999i,p0p100,2009,4.23377275466919
AE,wwealp999i,p0p100,2010,4.23979043960571
AE,wwealp999i,p0p100,2011,4.20899724960327
AE,wwealp999i,p0p100,2012,4.2316951751709
AE,wwealp999i,p0p100,2013,4.07310914993286
AE,wwealp999i,p0p100,2014,3.89066672325134
AE,wwealp999i,p0p100,2015,3.96744704246521
AE,wwealp999i,p0p100,2016,4.00419521331787
AE,wwealp999i,p0p100,2017,4.03709936141968
AE,wwealp999i,p0p100,2018,4.0688328742981
AE,wwealp999i,p0p100,2019,4.1396017074585
AE,wwealp999i,p0p100,2020,4.19792318344116
AE,wwealp999i,p0p100,2021,4.25690460205078
AF,wwealp999i,p0p100,1995,3.74966311454773
AF,wwealp999i,p0p100,1996,3.73563981056213
AF,wwealp999i,p0p100,1997,3.67963171005249
AF,wwealp999i,p0p100,1998,3.65050220489502
AF,wwealp999i,p0p100,1999,3.75843024253845
AF,wwealp999i,p0p100,2000,3.67831516265869
AF,wwealp999i,p0p100,2001,3.62755107879639
AF,wwealp999i,p0p100,2002,3.55548739433289
AF,wwealp999i,p0p100,2003,3.52372694015503
AF,wwealp999i,p0p100,2004,3.52245497703552
AF,wwealp999i,p0p100,2005,3.77145004272461
AF,wwealp999i,p0p100,2006,3.9135091304779
AF,wwealp999i,p0p100,2007,3.79531741142273
AF,wwealp999i,p0p100,2008,3.91562581062317
AF,wwealp999i,p0p100,2009,3.9635910987854
AF,wwealp999i,p0p100,2010,3.89258885383606
AF,wwealp999i,p0p100,2011,3.83902287483215
AF,wwealp999i,p0p100,2012,3.76751160621643
AF,wwealp999i,p0p100,2013,3.74284505844116
AF,wwealp999i,p0p100,2014,3.73947238922119
AF,wwealp999i,p0p100,2015,3.71126818656921
AF,wwealp999i,p0p100,2016,3.74732136726379
AF,wwealp999i,p0p100,2017,3.74527645111084
AF,wwealp999i,p0p100,2018,3.73851037025452
AF,wwealp999i,p0p100,2019,3.76085877418518
AF,wwealp999i,p0p100,2020,3.82004928588867
AF,wwealp999i,p0p100,2021,3.88105583190918
AG,wwealp999i,p0p100,1995,0.0676923766732216
AG,wwealp999i,p0p100,1996,0.103363588452339
AG,wwealp999i,p0p100,1997,0.136158227920532
AG,wwealp999i,p0p100,1998,0.254817754030228
AG,wwealp999i,p0p100,1999,0.384133756160736
AG,wwealp999i,p0p100,2000,0.451080203056335
AG,wwealp999i,p0p100,2001,0.504899442195892
AG,wwealp999i,p0p100,2002,0.541163623332977
AG,wwealp999i,p0p100,2003,0.566768527030945
AG,wwealp999i,p0p100,2004,0.601615190505981
AG,wwealp999i,p0p100,2005,0.64610368013382
AG,wwealp999i,p0p100,2006,0.657496988773346
AG,wwealp999i,p0p100,2007,0.625955283641815
AG,wwealp999i,p0p100,2008,0.597349464893341
AG,wwealp999i,p0p100,2009,0.583286702632904
AG,wwealp999i,p0p100,2010,0.635889828205109
AG,wwealp999i,p0p100,2011,0.62667977809906
AG,wwealp999i,p0p100,2012,0.621166944503784
AG,wwealp999i,p0p100,2013,0.627354919910431
AG,wwealp999i,p0p100,2014,0.707819640636444
AG,wwealp999i,p0p100,2015,0.780648827552795
AG,wwealp999i,p0p100,2016,0.836802840232849
AG,wwealp999i,p0p100,2017,0.900358557701111
AG,wwealp999i,p0p100,2018,0.963686525821686
AG,wwealp999i,p0p100,2019,1.03300392627716
AG,wwealp999i,p0p100,2020,1.10191738605499
AG,wwealp999i,p0p100,2021,1.17298138141632
AI,wwealp999i,p0p100,1995,-0.627765715122223
AI,wwealp999i,p0p100,1996,-0.641188859939575
AI,wwealp999i,p0p100,1997,-0.662580072879791
AI,wwealp999i,p0p100,1998,-0.636479556560516
AI,wwealp999i,p0p100,1999,-0.660877704620361
AI,wwealp999i,p0p100,2000,-0.73629105091095
AI,wwealp999i,p0p100,2001,-0.742328643798828
AI,wwealp999i,p0p100,2002,-0.709441721439362
AI,wwealp999i,p0p100,2003,-0.671331822872162
AI,wwealp999i,p0p100,2004,-0.588157296180725
AI,wwealp999i,p0p100,2005,-0.511182367801666
AI,wwealp999i,p0p100,2006,-0.433511763811112
AI,wwealp999i,p0p100,2007,-0.414495170116425
AI,wwealp999i,p0p100,2008,-0.544302523136139
AI,wwealp999i,p0p100,2009,-0.887706995010376
AI,wwealp999i,p0p100,2010,-0.884270191192627
AI,wwealp999i,p0p100,2011,-0.738994359970093
AI,wwealp999i,p0p100,2012,-0.812373161315918
AI,wwealp999i,p0p100,2013,-1.13912844657898
AI,wwealp999i,p0p100,2014,-1.25660920143127
AI,wwealp999i,p0p100,2015,-1.12530720233917
AI,wwealp999i,p0p100,2016,-0.459133088588715
AI,wwealp999i,p0p100,2017,0.0631876066327095
AI,wwealp999i,p0p100,2018,0.121159754693508
AI,wwealp999i,p0p100,2019,0.187212616205216
AI,wwealp999i,p0p100,2020,0.238632678985596
AI,wwealp999i,p0p100,2021,0.304475843906403
AL,wwealp999i,p0p100,1995,3.7140645980835
AL,wwealp999i,p0p100,1996,3.55411410331726
AL,wwealp999i,p0p100,1997,3.52922773361206
AL,wwealp999i,p0p100,1998,3.5106987953186
AL,wwealp999i,p0p100,1999,3.49567246437073
AL,wwealp999i,p0p100,2000,3.49288749694824
AL,wwealp999i,p0p100,2001,3.48863983154297
AL,wwealp999i,p0p100,2002,3.50269651412964
AL,wwealp999i,p0p100,2003,3.52463841438294
AL,wwealp999i,p0p100,2004,3.53704881668091
AL,wwealp999i,p0p100,2005,3.54276084899902
AL,wwealp999i,p0p100,2006,3.54379987716675
AL,wwealp999i,p0p100,2007,3.54833507537842
AL,wwealp999i,p0p100,2008,3.53196382522583
AL,wwealp999i,p0p100,2009,3.55068206787109
AL,wwealp999i,p0p100,2010,3.60109186172485
AL,wwealp999i,p0p100,2011,3.66459608078003
AL,wwealp999i,p0p100,2012,3.73639988899231
AL,wwealp999i,p0p100,2013,3.75175023078919
AL,wwealp999i,p0p100,2014,3.68829560279846
AL,wwealp999i,p0p100,2015,3.69822835922241
AL,wwealp999i,p0p100,2016,3.68187761306763
AL,wwealp999i,p0p100,2017,3.65765857696533
AL,wwealp999i,p0p100,2018,3.64826226234436
AL,wwealp999i,p0p100,2019,3.68983054161072
AL,wwealp999i,p0p100,2020,3.73598432540894
AL,wwealp999i,p0p100,2021,3.78551459312439
AM,wwealp999i,p0p100,1995,2.2423985004425
AM,wwealp999i,p0p100,1996,2.23682188987732
AM,wwealp999i,p0p100,1997,2.21949887275696
AM,wwealp999i,p0p100,1998,2.23488187789917
AM,wwealp999i,p0p100,1999,2.1993670463562
AM,wwealp999i,p0p100,2000,2.18278646469116
AM,wwealp999i,p0p100,2001,2.24810075759888
AM,wwealp999i,p0p100,2002,2.28489112854004
AM,wwealp999i,p0p100,2003,2.33714008331299
AM,wwealp999i,p0p100,2004,2.42364835739136
AM,wwealp999i,p0p100,2005,2.45155787467956
AM,wwealp999i,p0p100,2006,2.53682255744934
AM,wwealp999i,p0p100,2007,2.61391592025757
AM,wwealp999i,p0p100,2008,2.64540457725525
AM,wwealp999i,p0p100,2009,2.64907717704773
AM,wwealp999i,p0p100,2010,2.67406392097473
AM,wwealp999i,p0p100,2011,2.71420884132385
AM,wwealp999i,p0p100,2012,2.73919796943665
AM,wwealp999i,p0p100,2013,2.79161882400513
AM,wwealp999i,p0p100,2014,2.84184169769287
AM,wwealp999i,p0p100,2015,2.89706826210022
AM,wwealp999i,p0p100,2016,2.94499039649963
AM,wwealp999i,p0p100,2017,3.01253128051758
AM,wwealp999i,p0p100,2018,3.07910752296448
AM,wwealp999i,p0p100,2019,3.14612889289856
AM,wwealp999i,p0p100,2020,3.17969512939453
AM,wwealp999i,p0p100,2021,3.25041961669922
AO,wwealp999i,p0p100,1995,0.85460501909256
AO,wwealp999i,p0p100,1996,1.37486779689789
AO,wwealp999i,p0p100,1997,1.4633401632309
AO,wwealp999i,p0p100,1998,1.30966150760651
AO,wwealp999i,p0p100,1999,0.98893803358078
AO,wwealp999i,p0p100,2000,1.36825919151306
AO,wwealp999i,p0p100,2001,1.42144918441773
AO,wwealp999i,p0p100,2002,1.45197439193726
AO,wwealp999i,p0p100,2003,1.43999147415161
AO,wwealp999i,p0p100,2004,1.44143414497376
AO,wwealp999i,p0p100,2005,1.40525650978088
AO,wwealp999i,p0p100,2006,1.46211469173431
AO,wwealp999i,p0p100,2007,1.52244937419891
AO,wwealp999i,p0p100,2008,1.60938143730164
AO,wwealp999i,p0p100,2009,1.86185276508331
AO,wwealp999i,p0p100,2010,1.57032775878906
AO,wwealp999i,p0p100,2011,1.29304003715515
AO,wwealp999i,p0p100,2012,1.27772855758667
AO,wwealp999i,p0p100,2013,1.27997851371765
AO,wwealp999i,p0p100,2014,1.30321145057678
AO,wwealp999i,p0p100,2015,1.3585170507431
AO,wwealp999i,p0p100,2016,1.38981902599335
AO,wwealp999i,p0p100,2017,1.38369905948639
AO,wwealp999i,p0p100,2018,1.37695360183716
AO,wwealp999i,p0p100,2019,1.44540214538574
AO,wwealp999i,p0p100,2020,1.54081010818481
AO,wwealp999i,p0p100,2021,1.59524142742157
AR,wwealp999i,p0p100,1995,1.18569850921631
AR,wwealp999i,p0p100,1996,1.2211651802063
AR,wwealp999i,p0p100,1997,1.24836325645447
AR,wwealp999i,p0p100,1998,1.27745628356934
AR,wwealp999i,p0p100,1999,1.32109797000885
AR,wwealp999i,p0p100,2000,1.3647933006286601
AR,wwealp999i,p0p100,2001,1.40223169326782
AR,wwealp999i,p0p100,2002,1.56851458549499
AR,wwealp999i,p0p100,2003,1.69566059112549
AR,wwealp999i,p0p100,2004,1.71895217895508
AR,wwealp999i,p0p100,2005,1.76823663711548
AR,wwealp999i,p0p100,2006,1.8131240606308
AR,wwealp999i,p0p100,2007,1.83932900428772
AR,wwealp999i,p0p100,2008,1.86038768291473
AR,wwealp999i,p0p100,2009,1.92036914825439
AR,wwealp999i,p0p100,2010,1.90887928009033
AR,wwealp999i,p0p100,2011,1.90567016601562
AR,wwealp999i,p0p100,2012,1.93983769416809
AR,wwealp999i,p0p100,2013,1.97892892360687
AR,wwealp999i,p0p100,2014,2.01968050003052
AR,wwealp999i,p0p100,2015,2.07875871658325
AR,wwealp999i,p0p100,2016,2.13397216796875
AR,wwealp999i,p0p100,2017,2.18728113174439
AR,wwealp999i,p0p100,2018,2.30858302116394
AR,wwealp999i,p0p100,2019,2.44643139839172
AR,wwealp999i,p0p100,2020,2.54335379600525
AR,wwealp999i,p0p100,2021,2.6135368347168
AS,wwealp999i,p0p100,2002,1.1149286031723
AS,wwealp999i,p0p100,2003,1.17341411113739
AS,wwealp999i,p0p100,2004,1.23662114143372
AS,wwealp999i,p0p100,2005,1.30417609214783
AS,wwealp999i,p0p100,2006,1.37395596504211
AS,wwealp999i,p0p100,2007,1.44261014461517
AS,wwealp999i,p0p100,2008,1.50749313831329
AS,wwealp999i,p0p100,2009,1.56739890575409
AS,wwealp999i,p0p100,2010,1.62200903892517
AS,wwealp999i,p0p100,2011,1.67343044281006
AS,wwealp999i,p0p100,2012,1.72422349452972
AS,wwealp999i,p0p100,2013,1.77647793292999
AS,wwealp999i,p0p100,2014,1.83150160312653
AS,wwealp999i,p0p100,2015,1.88989782333374
AS,wwealp999i,p0p100,2016,1.95158410072327
AS,wwealp999i,p0p100,2017,2.01660847663879
AS,wwealp999i,p0p100,2018,2.08514928817749
AS,wwealp999i,p0p100,2019,2.15750169754028
AS,wwealp999i,p0p100,2020,2.23345279693604
AS,wwealp999i,p0p100,2021,2.30991053581238
AT,wwealp999i,p0p100,1995,4.08402252197266
AT,wwealp999i,p0p100,1996,4.20806264877319
AT,wwealp999i,p0p100,1997,4.18544864654541
AT,wwealp999i,p0p100,1998,4.15695095062256
AT,wwealp999i,p0p100,1999,4.20851707458496
AT,wwealp999i,p0p100,2000,4.1816086769104
AT,wwealp999i,p0p100,2001,4.21176910400391
AT,wwealp999i,p0p100,2002,4.18265151977539
AT,wwealp999i,p0p100,2003,4.22498512268066
AT,wwealp999i,p0p100,2004,4.22957849502563
AT,wwealp999i,p0p100,2005,4.23896980285645
AT,wwealp999i,p0p100,2006,4.21669340133667
AT,wwealp999i,p0p100,2007,4.18959426879883
AT,wwealp999i,p0p100,2008,4.1647424697876
AT,wwealp999i,p0p100,2009,4.43037271499634
AT,wwealp999i,p0p100,2010,4.47439289093018
AT,wwealp999i,p0p100,2011,4.43907165527344
AT,wwealp999i,p0p100,2012,4.48778963088989
AT,wwealp999i,p0p100,2013,4.59547710418701
AT,wwealp999i,p0p100,2014,4.6649489402771
AT,wwealp999i,p0p100,2015,4.72461652755737
AT,wwealp999i,p0p100,2016,4.68699884414673
AT,wwealp999i,p0p100,2017,4.80894041061401
AT,wwealp999i,p0p100,2018,4.82809543609619
AT,wwealp999i,p0p100,2019,4.85285139083862
AT,wwealp999i,p0p100,2020,5.17207479476929
AT,wwealp999i,p0p100,2021,5.21680974960327
AU,wwealp999i,p0p100,1960,3.36539387702942
AU,wwealp999i,p0p100,1961,3.43388247489929
AU,wwealp999i,p0p100,1962,3.65187215805054
AU,wwealp999i,p0p100,1963,3.61897921562195
AU,wwealp999i,p0p100,1964,3.54227948188782
AU,wwealp999i,p0p100,1965,3.59147953987122
AU,wwealp999i,p0p100,1966,3.72856855392456
AU,wwealp999i,p0p100,1967,3.55231094360352
AU,wwealp999i,p0p100,1968,3.52616214752197
AU,wwealp999i,p0p100,1969,3.41568565368652
AU,wwealp999i,p0p100,1970,3.42437291145325
AU,wwealp999i,p0p100,1971,3.51289391517639
AU,wwealp999i,p0p100,1972,3.56949543952942
AU,wwealp999i,p0p100,1973,3.59636282920837
AU,wwealp999i,p0p100,1974,3.60286855697632
AU,wwealp999i,p0p100,1975,3.60931158065796
AU,wwealp999i,p0p100,1976,3.57343816757202
AU,wwealp999i,p0p100,1977,3.5316174030304
AU,wwealp999i,p0p100,1978,3.6060140132904
AU,wwealp999i,p0p100,1979,3.49211192131042
AU,wwealp999i,p0p100,1980,3.49972534179688
AU,wwealp999i,p0p100,1981,3.57814383506775
AU,wwealp999i,p0p100,1982,3.59207010269165
AU,wwealp999i,p0p100,1983,3.65275454521179
AU,wwealp999i,p0p100,1984,3.59894752502441
AU,wwealp999i,p0p100,1985,3.64981532096863
AU,wwealp999i,p0p100,1986,3.65812373161316
AU,wwealp999i,p0p100,1987,3.68681359291077
AU,wwealp999i,p0p100,1988,3.74364185333252
AU,wwealp999i,p0p100,1989,3.93331503868103
AU,wwealp999i,p0p100,1990,4.04032707214355
AU,wwealp999i,p0p100,1991,4.19649267196655
AU,wwealp999i,p0p100,1992,4.27336883544922
AU,wwealp999i,p0p100,1993,4.18670225143433
AU,wwealp999i,p0p100,1994,4.20441389083862
AU,wwealp999i,p0p100,1995,4.22635459899902
AU,wwealp999i,p0p100,1996,4.109206199646
AU,wwealp999i,p0p100,1997,4.18378305435181
AU,wwealp999i,p0p100,1998,4.28488874435425
AU,wwealp999i,p0p100,1999,4.37431955337524
AU,wwealp999i,p0p100,2000,4.49026203155518
AU,wwealp999i,p0p100,2001,4.62203168869019
AU,wwealp999i,p0p100,2002,4.74478530883789
AU,wwealp999i,p0p100,2003,4.99300527572632
AU,wwealp999i,p0p100,2004,5.23233604431152
AU,wwealp999i,p0p100,2005,5.48912668228149
AU,wwealp999i,p0p100,2006,5.62013053894043
AU,wwealp999i,p0p100,2007,5.84492158889771
AU,wwealp999i,p0p100,2008,5.75168418884277
AU,wwealp999i,p0p100,2009,5.35702848434448
AU,wwealp999i,p0p100,2010,5.5020170211792
AU,wwealp999i,p0p100,2011,5.47048187255859
AU,wwealp999i,p0p100,2012,5.32516193389893
AU,wwealp999i,p0p100,2013,5.35341262817383
AU,wwealp999i,p0p100,2014,5.63785886764526
AU,wwealp999i,p0p100,2015,6.16353797912598
AU,wwealp999i,p0p100,2016,6.40714693069458
AU,wwealp999i,p0p100,2017,6.6331467628479
AU,wwealp999i,p0p100,2018,6.75936126708984
AU,wwealp999i,p0p100,2019,6.69948387145996
AU,wwealp999i,p0p100,2020,6.73554086685181
AU,wwealp999i,p0p100,2021,6.77191591262817
AW,wwealp999i,p0p100,1995,0.407386958599091
AW,wwealp999i,p0p100,1996,0.455679297447205
AW,wwealp999i,p0p100,1997,0.504075467586517
AW,wwealp999i,p0p100,1998,0.552977979183197
AW,wwealp999i,p0p100,1999,0.60247391462326
AW,wwealp999i,p0p100,2000,0.652884006500244
AW,wwealp999i,p0p100,2001,0.705068290233612
AW,wwealp999i,p0p100,2002,0.759914338588715
AW,wwealp999i,p0p100,2003,0.818215668201447
AW,wwealp999i,p0p100,2004,0.880078136920929
AW,wwealp999i,p0p100,2005,0.944908380508423
AW,wwealp999i,p0p100,2006,1.01034033298492
AW,wwealp999i,p0p100,2007,1.07356679439545
AW,wwealp999i,p0p100,2008,1.1318873167038
AW,wwealp999i,p0p100,2009,1.18468964099884
AW,wwealp999i,p0p100,2010,1.23181998729706
AW,wwealp999i,p0p100,2011,1.27557075023651
AW,wwealp999i,p0p100,2012,1.318932056427
AW,wwealp999i,p0p100,2013,1.36439085006714
AW,wwealp999i,p0p100,2014,1.41344606876373
AW,wwealp999i,p0p100,2015,1.4669713973999
AW,wwealp999i,p0p100,2016,1.52518379688263
AW,wwealp999i,p0p100,2017,1.5882043838501
AW,wwealp999i,p0p100,2018,1.6563560962677
AW,wwealp999i,p0p100,2019,1.72977483272552
AW,wwealp999i,p0p100,2020,1.80733251571655
AW,wwealp999i,p0p100,2021,1.88597142696381
AZ,wwealp999i,p0p100,1995,1.14608728885651
AZ,wwealp999i,p0p100,1996,1.15997195243835
AZ,wwealp999i,p0p100,1997,1.07158029079437
AZ,wwealp999i,p0p100,1998,0.99599677324295
AZ,wwealp999i,p0p100,1999,0.992762506008148
AZ,wwealp999i,p0p100,2000,0.9897421002388
AZ,wwealp999i,p0p100,2001,0.948811650276184
AZ,wwealp999i,p0p100,2002,0.90900731086731
AZ,wwealp999i,p0p100,2003,0.847876369953156
AZ,wwealp999i,p0p100,2004,0.774771690368652
AZ,wwealp999i,p0p100,2005,0.832702934741974
AZ,wwealp999i,p0p100,2006,0.94900369644165
AZ,wwealp999i,p0p100,2007,1.07350850105286
AZ,wwealp999i,p0p100,2008,1.15981292724609
AZ,wwealp999i,p0p100,2009,1.29228484630585
AZ,wwealp999i,p0p100,2010,1.35517573356628
AZ,wwealp999i,p0p100,2011,1.40039801597595
AZ,wwealp999i,p0p100,2012,1.48397099971771
AZ,wwealp999i,p0p100,2013,1.54139912128449
AZ,wwealp999i,p0p100,2014,1.57750403881073
AZ,wwealp999i,p0p100,2015,2.01080965995789
AZ,wwealp999i,p0p100,2016,2.06500840187073
AZ,wwealp999i,p0p100,2017,2.11242818832398
AZ,wwealp999i,p0p100,2018,2.16141390800476
AZ,wwealp999i,p0p100,2019,2.21611595153809
AZ,wwealp999i,p0p100,2020,2.27843999862671
AZ,wwealp999i,p0p100,2021,2.34623527526856
BA,wwealp999i,p0p100,1995,3.75152158737183
BA,wwealp999i,p0p100,1996,3.80373454093933
BA,wwealp999i,p0p100,1997,3.83248162269592
BA,wwealp999i,p0p100,1998,3.84012413024902
BA,wwealp999i,p0p100,1999,3.86886978149414
BA,wwealp999i,p0p100,2000,3.90913534164429
BA,wwealp999i,p0p100,2001,3.97380518913269
BA,wwealp999i,p0p100,2002,4.01583957672119
BA,wwealp999i,p0p100,2003,4.05915594100952
BA,wwealp999i,p0p100,2004,4.11738204956055
BA,wwealp999i,p0p100,2005,4.16460037231445
BA,wwealp999i,p0p100,2006,4.23219966888428
BA,wwealp999i,p0p100,2007,4.29552316665649
BA,wwealp999i,p0p100,2008,4.33129024505615
BA,wwealp999i,p0p100,2009,4.34349775314331
BA,wwealp999i,p0p100,2010,4.37074851989746
BA,wwealp999i,p0p100,2011,4.40654230117798
BA,wwealp999i,p0p100,2012,4.43098592758179
BA,wwealp999i,p0p100,2013,4.47245788574219
BA,wwealp999i,p0p100,2014,4.50273513793945
BA,wwealp999i,p0p100,2015,4.55815267562866
BA,wwealp999i,p0p100,2016,4.61756706237793
BA,wwealp999i,p0p100,2017,4.67195844650269
BA,wwealp999i,p0p100,2018,4.7449836730957
BA,wwealp999i,p0p100,2019,4.81974935531616
BA,wwealp999i,p0p100,2020,4.89422225952148
BA,wwealp999i,p0p100,2021,4.96568822860718
BB,wwealp999i,p0p100,1995,0.585383355617523
BB,wwealp999i,p0p100,1996,0.630922734737396
BB,wwealp999i,p0p100,1997,0.656445682048798
BB,wwealp999i,p0p100,1998,0.676643192768097
BB,wwealp999i,p0p100,1999,0.707941591739655
BB,wwealp999i,p0p100,2000,0.722940683364868
BB,wwealp999i,p0p100,2001,0.74578332901001
BB,wwealp999i,p0p100,2002,0.783942699432373
BB,wwealp999i,p0p100,2003,0.834431171417236
BB,wwealp999i,p0p100,2004,0.863740265369415
BB,wwealp999i,p0p100,2005,0.865835964679718
BB,wwealp999i,p0p100,2006,0.87260240316391
BB,wwealp999i,p0p100,2007,0.917356133460999
BB,wwealp999i,p0p100,2008,0.957475125789642
BB,wwealp999i,p0p100,2009,0.971720814704895
BB,wwealp999i,p0p100,2010,0.913338303565979
BB,wwealp999i,p0p100,2011,0.874265015125275
BB,wwealp999i,p0p100,2012,0.860321581363678
BB,wwealp999i,p0p100,2013,0.901852905750275
BB,wwealp999i,p0p100,2014,0.90133261680603
BB,wwealp999i,p0p100,2015,0.915062487125397
BB,wwealp999i,p0p100,2016,0.961519956588745
BB,wwealp999i,p0p100,2017,1.01365280151367
BB,wwealp999i,p0p100,2018,1.07280659675598
BB,wwealp999i,p0p100,2019,1.1356383562088
BB,wwealp999i,p0p100,2020,1.20186877250671
BB,wwealp999i,p0p100,2021,1.27033114433289
BD,wwealp999i,p0p100,1995,1.76926422119141
BD,wwealp999i,p0p100,1996,1.81766009330749
BD,wwealp999i,p0p100,1997,1.86742758750916
BD,wwealp999i,p0p100,1998,1.92534255981445
BD,wwealp999i,p0p100,1999,1.98847055435181
BD,wwealp999i,p0p100,2000,2.03712749481201
BD,wwealp999i,p0p100,2001,2.09993767738342
BD,wwealp999i,p0p100,2002,2.17124223709106
BD,wwealp999i,p0p100,2003,2.25400257110596
BD,wwealp999i,p0p100,2004,2.2432336807251
BD,wwealp999i,p0p100,2005,2.23849725723267
BD,wwealp999i,p0p100,2006,2.30613541603088
BD,wwealp999i,p0p100,2007,2.36594033241272
BD,wwealp999i,p0p100,2008,2.41612672805786
BD,wwealp999i,p0p100,2009,2.46741056442261
BD,wwealp999i,p0p100,2010,2.51562213897705
BD,wwealp999i,p0p100,2011,2.54932594299316
BD,wwealp999i,p0p100,2012,2.58695101737976
BD,wwealp999i,p0p100,2013,2.63368725776672
BD,wwealp999i,p0p100,2014,2.6771516799926798
BD,wwealp999i,p0p100,2015,2.72009754180908
BD,wwealp999i,p0p100,2016,2.76190328598023
BD,wwealp999i,p0p100,2017,2.79321694374085
BD,wwealp999i,p0p100,2018,2.81702518463135
BD,wwealp999i,p0p100,2019,2.82279062271118
BD,wwealp999i,p0p100,2020,2.86935830116272
BD,wwealp999i,p0p100,2021,2.93502044677734
BE,wwealp999i,p0p100,1995,4.65238428115845
BE,wwealp999i,p0p100,1996,4.80360174179077
BE,wwealp999i,p0p100,1997,4.86235237121582
BE,wwealp999i,p0p100,1998,4.95893049240112
BE,wwealp999i,p0p100,1999,5.14498710632324
BE,wwealp999i,p0p100,2000,5.12835121154785
BE,wwealp999i,p0p100,2001,5.16015243530273
BE,wwealp999i,p0p100,2002,5.09326314926147
BE,wwealp999i,p0p100,2003,5.14081192016602
BE,wwealp999i,p0p100,2004,5.25321626663208
BE,wwealp999i,p0p100,2005,5.46432447433472
BE,wwealp999i,p0p100,2006,5.6131157875061
BE,wwealp999i,p0p100,2007,5.65657711029053
BE,wwealp999i,p0p100,2008,5.67781686782837
BE,wwealp999i,p0p100,2009,6.00841951370239
BE,wwealp999i,p0p100,2010,6.06393814086914
BE,wwealp999i,p0p100,2011,6.22216129302979
BE,wwealp999i,p0p100,2012,6.11076831817627
BE,wwealp999i,p0p100,2013,6.18130588531494
BE,wwealp999i,p0p100,2014,6.22169780731201
BE,wwealp999i,p0p100,2015,6.29479455947876
BE,wwealp999i,p0p100,2016,6.35909366607666
BE,wwealp999i,p0p100,2017,6.28039216995239
BE,wwealp999i,p0p100,2018,6.1721601486206
BE,wwealp999i,p0p100,2019,6.19577646255493
BE,wwealp999i,p0p100,2020,6.86894702911377
BE,wwealp999i,p0p100,2021,6.85161304473877
BF,wwealp999i,p0p100,1995,2.28990173339844
BF,wwealp999i,p0p100,1996,2.36787891387939
BF,wwealp999i,p0p100,1997,2.38282537460327
BF,wwealp999i,p0p100,1998,2.45105624198914
BF,wwealp999i,p0p100,1999,2.44602680206299
BF,wwealp999i,p0p100,2000,2.44554424285889
BF,wwealp999i,p0p100,2001,2.50352263450623
BF,wwealp999i,p0p100,2002,2.55331826210022
BF,wwealp999i,p0p100,2003,2.61080837249756
BF,wwealp999i,p0p100,2004,2.64366912841797
BF,wwealp999i,p0p100,2005,2.72815799713135
BF,wwealp999i,p0p100,2006,2.79042553901672
BF,wwealp999i,p0p100,2007,2.82570838928223
BF,wwealp999i,p0p100,2008,2.92586016654968
BF,wwealp999i,p0p100,2009,2.94839453697205
BF,wwealp999i,p0p100,2010,3.01093530654907
BF,wwealp999i,p0p100,2011,3.06173801422119
BF,wwealp999i,p0p100,2012,3.12376499176025
BF,wwealp999i,p0p100,2013,3.14143586158752
BF,wwealp999i,p0p100,2014,3.17661309242248
BF,wwealp999i,p0p100,2015,3.22928833961487
BF,wwealp999i,p0p100,2016,3.26023268699646
